address,availability,bathroom,bedrooms,date_listed,date_update,furnished,gender,link,parking,pet,price,smoking,text,title,type_,user,views
St Kilda VIC,20/10/2019,1 Bathroom,Studio or Bachelor Pad,20/11/2019,21/11/2019,Yes,,https://www.gumtree.com.au/s-ad/st-kilda/property-for-rent/fully-furnished-studio-in-an-excellent-location-st-kilda-elwood-/1230336690,Street,No,$395,No,"This is a bright, modern studio that has been fully furnished for short (minimum three months) or long term rent.,The studio is in excellent location. It is on the border of St Kilda and Elwood: 5 minutes walk to the bay (Riva / St Kilda marina), 7 minute walk to Acland Street (bars / cafes / shopping) and the 96 tram (which goes into the city), 10 minutes walk to the 16 tram (which also goes into the city), 2 minute walk to the 246 bus (which goes to Richmond and Clifton Hill), 6 minutes walk to the botanical gardens, 12 minutes walk to Elwood Village. It is a magnificent place to be in the spring and summer months.,The studio has everything that you need, including linen, towels, TV, wifi and a fully equipped kitchenette (with hot plates, microwave, fridge, pans, plates, cutlery, glasses).,If you would like to inspect the studio, please email me with your name, a brief description of yourself and the length of time that you would like to rent for. We can then set up an inspection.,The rent is $395 per week, plus $25 a week for bills (electricity, gas, water, wifi).",Fully furnished studio in an excellent location! (St Kilda / Elwood),Apartment & Unit,"Belinda,Gummie since, ,2018","249, , views"
"Cooley Ave, Macleod VIC 3085, Australia",19/11/2019,1 Bathroom,2 Bedrooms,20/11/2019,19/11/2019,Yes,,https://www.gumtree.com.au/s-ad/macleod/property-for-rent/room-for-rent/1233986292,Covered,No,$500,No,We have two bedroom unit.one room is available.all bills included.,Room for rent,Apartment & Unit,"Seema Verma,Gummie since, ,2018","24, , views"
Melbourne VIC 3000,25/11/2017,3 Bathrooms,6 or more Bedrooms,20/11/2019,20/11/2019,Yes,,https://www.gumtree.com.au/s-ad/melbourne-cbd/property-for-rent/full-furnished-room-in-box-hill-south-150-week-including-all-bills/1233997495,Street,No,$150,No,"1. short walking distance to bus stops to boxhill shopping center, monash university. short walking distance to the opening burwood bricks shopping center.,2. students studying in Deakin University can walk or cycle to the campus.,3. brand new fridge, washing machine and fast internet,4. bedroom room is sizable with a kings bed, a large three door wardrobe, 2 deaks and 2 bedside tables,5. females only because you will share bathroom with other two females.,6. very quiet street,7. The rent includes all the utility bills, so you don't have to pay more.,8. The rent is 150/week and paid monthly on the first day of each month and the bond is 4 weeks,9. strictly no smoking,Feel free to contact me for more information,phone： ******8112,wechat：wangjiawei861300",Full furnished room in box hill south 150/week including all bills,House,"Jiawei,Gummie since, ,2010","197, , views"
"Burnley Street, Richmond VIC",23/11/2019,1 Bathroom,2 Bedrooms,19/11/2019,20/11/2019,Yes,,https://www.gumtree.com.au/s-ad/richmond/property-for-rent/lease-transfer-2-bed-flat-in-richmond-vic/1233924523,Street,No,$500,Yes,"LEASE TRANSFER - 2 bed flat in Richmond FULLY FURNISHED. Move-in by the end of Nov.,This is a gorgeous ultra-modern apartment in a secure building with intercom and lift access. Fabulous location in the heart of Richmond, only moments to Bridge Road, Swan Street and Church Street restaurants, cafes, boutique shopping and nightlife. Enjoy top lifestyle that Richmond has to offer.,Trams 48 and 75 are in the corner, the nearest tram stop is #21 Burnley St/ Bridge Rd. That's 4ks from the CBD.,The apartment has:,-2 bedrooms with queen size beds and built-in mirrored wardrobes.,-Living room with TV, L-shape couch and A/C,-Dining table that sits 6 people,-Kitchen with oven, gas stove, dishwasher, kettle, toaster, microwave, fridge, crockery and cutlery.,-1 bathroom (shared),-Laundry with washing machine and dryer,$500 PW or $2173 PCM (paid to the Real Estate Agency on the 2nd of every month). Current lease goes until 1 August 2020. Bond is 1 month's rent paid to the RTBA. Lease transfer fee may apply.,Please let me know if you have any questions. Thank you!",LEASE TRANSFER - 2 bed flat in Richmond VIC,Apartment & Unit,"Angie Fajardo,4, ,ads,Gummie since, ,2019","344, , views"
"1 Rosebank Avenue, Clayton South VIC",02/01/2020,1 Bathroom,2 Bedrooms,19/11/2019,19/11/2019,No,,https://www.gumtree.com.au/s-ad/clayton-south/property-for-rent/unit-for-rent/1233924110,Off Street,No,"$1,694",,"Wonderfully kept home close to everything. Well suited to small family and students with plenty of space. 6 years old unit almost new.,Features include:,~ two bedrooms with built in robes,~ light filled living and dining,~ Spacious living area,~ Seperate dining area,~ Breakfast bar bench,~ well organised kitchen with dishwasher and stainless steel appliances,~ Gas cook top and ample cupboard space,~ Water tank,~ One bathroom and separate toilet,~ Laundry with outdoor access,~ Off street parking.,~ NBN is not available right now. May be available later on.,Only shot walking dostance from bus stop , very close to west train station and Clayton train station. Within a kilometre Westall secondary college , Westall primary school and Clayton South primary, local shops and Clayton shopping centres. Also within few kilometres away Monash medical Centre, Monash University plus Monash and eastlink freeways.,This is not a property you should overlook.,Inspection time: 11:30 am Saturday",Unit for rent,Apartment & Unit,"Mizanur,Gummie since, ,2015","102, , views"
"43 Therry St, Melbourne VIC 3000, Australia",Location ! Location ! Location !,,,19/11/2019,19/11/2019,,,https://www.gumtree.com.au/s-ad/carlton/property-for-rent/cbd-hotel-room-for-rent/1233929736,,,$380,,"43 Therry St Melbourne,Available: 27th / 11 / 2019,Hotel room includes:,1. Queen size bed & side tables,2. Desk & Chair,3. Sofa Chair,4. Air-conditioning,5. Kitchen,6. Bathroom,7. Laundry Next Room,8. Unlimited NBN Internet,For long term: ( 1 year contract ),Price at $380 per week including unlimited NBN Internet. You will only need to pay water & electricity usage.,For short term: ( MAX. sleep 2 adults with one kid under 5 years old ),Price at 450 per week including unlimited NBN Internet and all bills.,******** 782,Location ! Location ! Location !,1 min walk to FREE Tram,1 min walk to Victory Market,3 min walk to RMIT,5 min Tram to University of Melbourne,Buffet on Level 9 @ $18 per person,24 hours security with hotel front reception",CBD Hotel Room For Rent,,"BAOJING,Gummie since, ,2018","71, , views"
"West Melbourne, VIC",15/12/2019,1 Bathroom,1 Bedroom,19/11/2019,26/11/2019,No,,https://www.gumtree.com.au/s-ad/west-melbourne/property-for-rent/lease-transfer-available-near-cbd/1233929972,Covered,Yes,"$1,695",,"Lease Transfer available near CBD (postcode : 3003) Unfurnished 1 bedroom apartment available from 15th Dec (can be made available bit prior if required.),The house is 8 mins walking distance from the free tram (Latrobe Street) stop 30, 35 and 86.,4 mins walk from North Melbourne Station.,Apartment features:,4 burner gas stove,Separate storage area,Bathtub,Large balcony,Carpark",Lease Transfer Available : Near CBD,Apartment & Unit,"NS,Gummie since, ,2016","138, , views"
"3/10 Rosamond Road, Footscray VIC",23/11/2019,2 Bathrooms,2 Bedrooms,19/11/2019,19/11/2019,No,,https://www.gumtree.com.au/s-ad/footscray/property-for-rent/bonus-1-week-rent-free-spacious-2-bedroom-townhouse-study-/1233933636,LUG,,$400,No,"This Double Storey Townhouse with NEW Floating Floor Boards and Carpet PLUS a Remote Controlled Garage with Direct Access into the Dwelling is Conveniently located within a few minutes drive to HIGHPOINT Shopping Centre Offering any discerning occupant a Contemporary Inner City ""LIFESTYLE"" with Many GREAT Features Such As:,* Spacious ""OPEN LIVING"" Area with ""CATHEDRAL CEILING"" & Double Glass Sliding Doors Leading to the BALCONY!,* Functional Kitchen with Ample Cupboards compromising:,> Stainless Steel Electric Hot Plate,> Stainless Steel Electric Under Bench Oven,> Stainless Steel DISHWASHER,* Master Bedroom with ""ENSUITE"" & Large ""Built-In-Robes"",* 2nd Bedroom with ""Walk-In-Robe"",* Separate ""STUDY"" Downstairs near the Entrance,* Modern Central Bathroom,(N.B: Both bathrooms have 'Double' shower recess),* A Total of Two (2) Toilets,* Internal Euro-Style Laundry,* Split System ""AIR CONDITIONING"" to Open Living Area,* ""REMOTE CONTROL"" Garage with DIRECT Access to townhouse,* Audio & Visual ""INTERCOM"" to Front Entrance Door,* 135 Litre Electric Hot Water Service,* ""COMMERCIAL STYLE"" Aluminum Windows,* Thermal Insulation Certified as ""FIVE (5) STAR ENERGY RATING"",* Acoustic Insulation as Required By Regulation,*** Within Close Vicinity of:,Short Drive to the CBD, Highpoint Shopping Centre, Homemaker City Maribyrnong, Maribyrnong Aquatic Centre, Rosamond Tennis Club, Rosamond Bowl Club, Maribyrnong River & Parks, Frog's Hollow Wetland, Flemington Racecourse, Medway Golf Club, Footscray North Primary School, Rosamond Special School, Maribyrnong Secondary College, Footscray City College, Western Hospital Footscray & Lots More...,N.B:,(1) This property is located on the border of Footscray & Maidstone.,(2) Available Now,(3) PHOTO I.D REQUIRED AT ALL INSPECTIONS. All Inspections by prior appointment or through Scheduled Opens!",Bonus 1 WEEK RENT FREE....SPACIOUS 2 Bedroom Townhouse   STUDY!,Townhouse & Villa,"Pan Giannenas,Gummie since, ,2013","274, , views"
Mickleham VIC,18/12/2019,2 Bathrooms,4 Bedrooms,19/11/2019,19/11/2019,,,https://www.gumtree.com.au/s-ad/mickleham/property-for-rent/albion-crescent-mickleham/1233941836,,,$400,,"This remarkable family home delivers a combination of character and modern function with the perfect opportunity to join the warm and welcoming Merrifield Estate. Experience a relaxed and desirable lifestyle conveniently in the new heart of Melbourne's North, only 30km north of Melbourne's CBD, close to Donnybrook Train Station, Mickleham Primary School, easy access to the Hume Freeway. Neighbouring park great fun for all ages, includes BBQ, what more could you ask for?,This ultra-contemporary abode further comprises:,• 4 spacious light fulfilled bedrooms - Grand master bedroom with Walk in Robe & En suite, remaining 3 bedrooms with Built in Robes,• Stylish, modern kitchen over-looking dining & living area fitted with quality stainless steel appliances including dishwasher & split system,• Glistering separate central bathroom & toilet,• Separate laundry providing access to backyard,• Double lock-up remote control garage with internal access,• Ducted heating through out to provide sufficient heat through winter,• Appealing floorboards throughout & carpet in bedrooms,• Fully landscaped front & back yard, low maintenance,• Security alarm system for safety",Albion Crescent Mickleham,House,"Julie,Gummie since, ,2016","90, , views"
Blackburn VIC,09/12/2019,1 Bathroom,2 Bedrooms,19/11/2019,19/11/2019,No,,https://www.gumtree.com.au/s-ad/blackburn/property-for-rent/apartment-for-let-502-712-station-st-box-hill/1233940345,LUG,,$490,,"Conveniently located in the heart of Box Hill, with the Eastern Health precinct only one block along a tree-lined street, this elegant and secure apartment with intercom entry is just a pleasant stroll from Box Hill Institute and Box Hill Gardens.,Inside, pale timber flooring complements a neutral palette in a light-filled and versatile two bedroom, two bathroom apartment, with standalone showers and spacious balcony. Additional features include split system air conditioning, euro laundry, rainwater tank supplying the toilets and secure, undercover car parking in a six star minimum energy rating Peaceful retreat,* Sleek 2 bedroom abode in the cutting-edge V2 complex,* Huge size balcony and double glazing,* Spacious living and meals,* Stone kitchen with premium appliances,* Resident's gym and garden oasis with BBQs,* Seconds to transport, TAFE, hospital and restaurants,Also featuring secure intercom access, resident's gymnasium, secure basement car parking and storage, NBN Ready with 6 Star Energy Rating. The rooftop garden offers residents opportunities to connect and share. Entertain and relax with the BBQ facilities and outdoor seating with friends.,PLEASE NOTE, INSPECTION TIMES ARE SUBJECT TO CHANGE WITHOUT WARNING. PLEASE CALL TO CONFIRM ON THE DAY OF INSPECTION.",Apartment For Let-502/712 Station St. Box Hill,Apartment & Unit,"james zhu,Gummie since, ,2012","67, , views"
"Abbott St, Sandringham VIC 3191, Australia",,,,19/11/2019,10/11/2019,,,https://www.gumtree.com.au/s-ad/sandringham/property-for-rent/apartment-for-sharing/1233152073,,,$450,,"18-34 station st Sandringham . Apartment available for sharing with 3 punjabi boys ,groceries and bills are shared. Bond is 450 and Rent is 450 per month . Cleaning and cooking duties will be provided. Really friendly environment and can do your part whenever you have time as we are also working and studying so those are preferred first. Boys only.Fridge ,Matress,oven,fireplace,microwave,dishwasher,TV,toaster,washer and dryer available. Opposite to station and 200m from beach. Plenty of parking available in basement and on street.open for inspections.cheers",Apartment for sharing,,"vishav,Gummie since, ,2019","17, , views"
